LCLid,cluster,Acorn,Acorn_grouped,stdorToU
MAC004182,2,ACORN-Q,Adversity,Std
MAC004183,1,ACORN-Q,Adversity,Std
MAC004184,2,ACORN-E,Affluent,ToU
MAC004185,2,ACORN-E,Affluent,Std
MAC004186,1,ACORN-K,Adversity,Std
MAC004187,2,ACORN-Q,Adversity,Std
MAC004188,2,ACORN-F,Comfortable,Std
MAC004189,2,ACORN-F,Comfortable,ToU
MAC004190,2,ACORN-P,Adversity,Std
MAC004191,2,ACORN-E,Affluent,Std
MAC004192,1,ACORN-E,Affluent,Std
MAC004193,1,ACORN-D,Affluent,Std
MAC004194,2,ACORN-E,Affluent,Std
MAC004195,1,ACORN-E,Affluent,Std
MAC004196,1,ACORN-E,Affluent,Std
MAC004197,1,ACORN-F,Comfortable,Std
MAC004198,0,ACORN-D,Affluent,Std
MAC004199,2,ACORN-P,Adversity,Std
MAC004200,1,ACORN-N,Adversity,Std
MAC004201,2,ACORN-F,Comfortable,Std
MAC004202,2,ACORN-F,Comfortable,Std
MAC004203,1,ACORN-F,Comfortable,Std
MAC004204,1,ACORN-G,Comfortable,Std
MAC004205,1,ACORN-D,Affluent,Std
MAC004206,2,ACORN-H,Comfortable,ToU
MAC004207,1,ACORN-L,Adversity,Std
MAC004208,1,ACORN-Q,Adversity,Std
MAC004209,2,ACORN-Q,Adversity,Std
MAC004210,2,ACORN-E,Affluent,Std
MAC004211,2,ACORN-E,Affluent,Std
MAC004212,2,ACORN-F,Comfortable,Std
MAC004213,2,ACORN-E,Affluent,Std
MAC004214,1,ACORN-H,Comfortable,Std
MAC004215,2,ACORN-U,ACORN-U,Std
MAC004216,0,ACORN-E,Affluent,Std
MAC004217,1,ACORN-F,Comfortable,Std
MAC004218,1,ACORN-D,Affluent,ToU
MAC004219,2,ACORN-E,Affluent,Std
MAC004220,2,ACORN-F,Comfortable,Std
MAC004221,2,ACORN-E,Affluent,Std
MAC004222,1,ACORN-H,Comfortable,Std
MAC004223,2,ACORN-F,Comfortable,ToU
MAC004224,1,ACORN-L,Adversity,Std
MAC004225,0,ACORN-D,Affluent,Std
MAC004226,2,ACORN-F,Comfortable,Std
MAC004227,1,ACORN-E,Affluent,Std
MAC004228,1,ACORN-Q,Adversity,Std
MAC004229,2,ACORN-F,Comfortable,ToU
MAC004230,2,ACORN-F,Comfortable,Std
MAC004231,2,ACORN-Q,Adversity,ToU
MAC004232,2,ACORN-Q,Adversity,Std
MAC004233,2,ACORN-E,Affluent,Std
MAC004234,1,ACORN-L,Adversity,ToU
MAC004235,2,ACORN-F,Comfortable,Std
MAC004236,2,ACORN-Q,Adversity,ToU
MAC004237,2,ACORN-F,Comfortable,Std
MAC004238,2,ACORN-E,Affluent,Std
MAC004239,1,ACORN-E,Affluent,ToU
MAC004240,2,ACORN-K,Adversity,Std
MAC004241,1,ACORN-K,Adversity,Std
MAC004242,1,ACORN-D,Affluent,Std
MAC004243,2,ACORN-O,Adversity,Std
MAC004244,1,ACORN-J,Comfortable,Std
MAC004245,2,ACORN-E,Affluent,ToU
MAC004246,2,ACORN-Q,Adversity,ToU
MAC004247,1,ACORN-A,Affluent,Std
MAC004248,2,ACORN-L,Adversity,Std
MAC004249,0,ACORN-C,Affluent,Std
MAC004250,2,ACORN-K,Adversity,Std
MAC004251,2,ACORN-E,Affluent,Std
MAC004252,2,ACORN-E,Affluent,Std
MAC004253,2,ACORN-F,Comfortable,Std
MAC004254,2,ACORN-F,Comfortable,Std
MAC004255,1,ACORN-H,Comfortable,Std
MAC004256,1,ACORN-N,Adversity,Std
MAC004257,1,ACORN-F,Comfortable,Std
MAC004258,1,ACORN-A,Affluent,ToU
MAC004259,2,ACORN-L,Adversity,Std
MAC004260,2,ACORN-E,Affluent,ToU
MAC004261,1,ACORN-L,Adversity,Std
MAC004262,2,ACORN-H,Comfortable,Std
MAC004263,1,ACORN-D,Affluent,ToU
MAC004264,2,ACORN-H,Comfortable,ToU
MAC004265,2,ACORN-N,Adversity,Std
MAC004266,2,ACORN-E,Affluent,Std
MAC004267,2,ACORN-F,Comfortable,Std
MAC004268,2,ACORN-Q,Adversity,Std
MAC004269,1,ACORN-E,Affluent,Std
MAC004270,2,ACORN-F,Comfortable,ToU
MAC004271,1,ACORN-G,Comfortable,Std
MAC004272,2,ACORN-E,Affluent,Std
MAC004273,2,ACORN-L,Adversity,Std
MAC004274,1,ACORN-F,Comfortable,Std
MAC004275,1,ACORN-H,Comfortable,Std
MAC004276,1,ACORN-D,Affluent,Std
MAC004277,2,ACORN-H,Comfortable,Std
MAC004278,1,ACORN-E,Affluent,Std
MAC004279,2,ACORN-H,Comfortable,Std
MAC004280,0,ACORN-D,Affluent,Std
MAC004281,2,ACORN-Q,Adversity,Std
MAC004282,2,ACORN-F,Comfortable,Std
MAC004283,2,ACORN-P,Adversity,ToU
MAC004284,1,ACORN-F,Comfortable,Std
MAC004285,1,ACORN-F,Comfortable,Std
MAC004286,2,ACORN-N,Adversity,Std
MAC004287,1,ACORN-B,Affluent,Std
MAC004288,2,ACORN-F,Comfortable,Std
MAC004289,2,ACORN-E,Affluent,Std
MAC004290,1,ACORN-F,Comfortable,Std
MAC004291,2,ACORN-Q,Adversity,Std
MAC004292,2,ACORN-D,Affluent,Std
MAC004293,2,ACORN-Q,Adversity,Std
MAC004294,2,ACORN-E,Affluent,Std
MAC004295,1,ACORN-L,Adversity,Std
MAC004296,2,ACORN-F,Comfortable,Std
MAC004297,2,ACORN-H,Comfortable,Std
MAC004298,2,ACORN-E,Affluent,Std
MAC004299,1,ACORN-F,Comfortable,Std
MAC004300,2,ACORN-E,Affluent,Std
MAC004301,2,ACORN-F,Comfortable,Std
MAC004302,2,ACORN-Q,Adversity,Std
MAC004303,2,ACORN-E,Affluent,ToU
MAC004304,2,ACORN-F,Comfortable,Std
MAC004305,2,ACORN-Q,Adversity,Std
MAC004306,2,ACORN-L,Adversity,Std
MAC004307,2,ACORN-F,Comfortable,ToU
MAC004308,2,ACORN-E,Affluent,Std
MAC004309,1,ACORN-N,Adversity,ToU
MAC004310,2,ACORN-F,Comfortable,Std
MAC004311,2,ACORN-D,Affluent,Std
MAC004312,2,ACORN-F,Comfortable,Std
MAC004313,1,ACORN-F,Comfortable,Std
MAC004314,2,ACORN-J,Comfortable,Std
MAC004315,2,ACORN-F,Comfortable,ToU
MAC004316,2,ACORN-L,Adversity,Std
MAC004317,2,ACORN-E,Affluent,Std
MAC004318,2,ACORN-D,Affluent,ToU
MAC004319,0,ACORN-A,Affluent,Std
MAC004320,2,ACORN-E,Affluent,ToU
MAC004321,1,ACORN-H,Comfortable,Std
MAC004322,2,ACORN-H,Comfortable,Std
MAC004323,1,ACORN-U,ACORN-U,ToU
MAC004324,1,ACORN-Q,Adversity,Std
MAC004325,1,ACORN-E,Affluent,Std
MAC004326,2,ACORN-H,Comfortable,Std
MAC004327,2,ACORN-E,Affluent,Std
MAC004328,2,ACORN-E,Affluent,Std
MAC004329,1,ACORN-O,Adversity,Std
MAC004330,1,ACORN-E,Affluent,Std
MAC004331,2,ACORN-Q,Adversity,ToU
MAC004332,1,ACORN-E,Affluent,Std
MAC004333,1,ACORN-Q,Adversity,Std
MAC004334,2,ACORN-E,Affluent,ToU
MAC004335,2,ACORN-Q,Adversity,Std
MAC004336,2,ACORN-C,Affluent,Std
MAC004337,1,ACORN-F,Comfortable,Std
MAC004338,2,ACORN-G,Comfortable,Std
MAC004339,2,ACORN-E,Affluent,Std
MAC004340,1,ACORN-D,Affluent,Std
MAC004341,1,ACORN-E,Affluent,Std
MAC004342,2,ACORN-E,Affluent,Std
MAC004343,1,ACORN-E,Affluent,Std
MAC004344,2,ACORN-I,Comfortable,Std
MAC004345,1,ACORN-E,Affluent,Std
MAC004346,1,ACORN-E,Affluent,ToU
MAC004347,2,ACORN-E,Affluent,ToU
MAC004348,0,ACORN-D,Affluent,Std
MAC004349,1,ACORN-E,Affluent,Std
MAC004350,1,ACORN-Q,Adversity,ToU
MAC004351,1,ACORN-E,Affluent,Std
MAC004352,2,ACORN-E,Affluent,Std
MAC004353,1,ACORN-E,Affluent,Std
MAC004354,2,ACORN-H,Comfortable,ToU
MAC004355,1,ACORN-E,Affluent,Std
MAC004356,2,ACORN-E,Affluent,Std
MAC004357,2,ACORN-Q,Adversity,Std
MAC004358,2,ACORN-Q,Adversity,Std
MAC004359,2,ACORN-N,Adversity,Std
MAC004360,2,ACORN-D,Affluent,Std
MAC004361,2,ACORN-G,Comfortable,ToU
MAC004362,1,ACORN-F,Comfortable,ToU
MAC004363,2,ACORN-E,Affluent,ToU
MAC004364,2,ACORN-D,Affluent,Std
MAC004365,2,ACORN-M,Adversity,Std
MAC004366,1,ACORN-Q,Adversity,ToU
MAC004367,2,ACORN-C,Affluent,Std
MAC004368,2,ACORN-F,Comfortable,Std
MAC004369,1,ACORN-C,Affluent,Std
MAC004370,2,ACORN-Q,Adversity,Std
MAC004371,2,ACORN-F,Comfortable,Std
MAC004372,2,ACORN-M,Adversity,Std
MAC004373,2,ACORN-E,Affluent,Std
MAC004374,0,ACORN-A,Affluent,ToU
MAC004375,2,ACORN-F,Comfortable,Std
MAC004376,2,ACORN-O,Adversity,Std
MAC004377,2,ACORN-E,Affluent,Std
MAC004378,2,ACORN-F,Comfortable,Std
MAC004379,2,ACORN-E,Affluent,Std
MAC004380,1,ACORN-E,Affluent,Std
MAC004381,1,ACORN-Q,Adversity,ToU
MAC004382,2,ACORN-Q,Adversity,Std
MAC004383,2,ACORN-E,Affluent,Std
MAC004384,1,ACORN-Q,Adversity,Std
MAC004385,0,ACORN-D,Affluent,Std
MAC004386,1,ACORN-D,Affluent,Std
MAC004387,2,ACORN-A,Affluent,Std
MAC004388,2,ACORN-E,Affluent,Std
MAC004389,1,ACORN-D,Affluent,Std
MAC004390,1,ACORN-E,Affluent,Std
MAC004391,1,ACORN-H,Comfortable,Std
MAC004392,2,ACORN-E,Affluent,ToU
MAC004393,2,ACORN-Q,Adversity,Std
MAC004394,2,ACORN-E,Affluent,Std
MAC004395,0,ACORN-Q,Adversity,Std
MAC004396,2,ACORN-F,Comfortable,ToU
MAC004397,2,ACORN-I,Comfortable,Std
MAC004398,2,ACORN-E,Affluent,Std
MAC004399,2,ACORN-D,Affluent,ToU
MAC004400,1,ACORN-F,Comfortable,ToU
MAC004401,2,ACORN-I,Comfortable,Std
MAC004402,2,ACORN-E,Affluent,Std
MAC004403,1,ACORN-Q,Adversity,Std
MAC004404,2,ACORN-E,Affluent,Std
MAC004405,2,ACORN-Q,Adversity,Std
MAC004406,2,ACORN-C,Affluent,Std
MAC004407,1,ACORN-N,Adversity,Std
MAC004408,2,ACORN-B,Affluent,ToU
MAC004409,0,ACORN-D,Affluent,Std
MAC004410,2,ACORN-E,Affluent,Std
MAC004411,0,ACORN-E,Affluent,Std
MAC004412,1,ACORN-F,Comfortable,Std
MAC004413,2,ACORN-E,Affluent,Std
MAC004414,2,ACORN-N,Adversity,Std
MAC004415,2,ACORN-C,Affluent,Std
MAC004416,2,ACORN-Q,Adversity,Std
MAC004417,2,ACORN-B,Affluent,Std
MAC004418,2,ACORN-F,Comfortable,Std
MAC004419,1,ACORN-Q,Adversity,ToU
MAC004420,1,ACORN-F,Comfortable,Std
MAC004421,2,ACORN-E,Affluent,Std
MAC004422,1,ACORN-Q,Adversity,ToU
MAC004423,2,ACORN-H,Comfortable,Std
MAC004424,2,ACORN-E,Affluent,ToU
MAC004425,2,ACORN-Q,Adversity,Std
MAC004426,2,ACORN-E,Affluent,Std
MAC004427,2,ACORN-Q,Adversity,Std
MAC004428,1,ACORN-E,Affluent,Std
MAC004429,2,ACORN-F,Comfortable,Std
MAC004430,2,ACORN-E,Affluent,Std
MAC004431,1,ACORN-A,Affluent,Std
MAC004432,2,ACORN-E,Affluent,Std
MAC004433,1,ACORN-L,Adversity,Std
MAC004434,1,ACORN-D,Affluent,Std
MAC004435,2,ACORN-Q,Adversity,Std
MAC004436,2,ACORN-A,Affluent,ToU
MAC004437,1,ACORN-Q,Adversity,Std
MAC004438,2,ACORN-E,Affluent,Std
MAC004439,1,ACORN-D,Affluent,ToU
MAC004440,2,ACORN-H,Comfortable,Std
MAC004441,2,ACORN-F,Comfortable,Std
MAC004442,2,ACORN-Q,Adversity,Std
MAC004443,2,ACORN-E,Affluent,Std
MAC004444,2,ACORN-F,Comfortable,Std
MAC004445,2,ACORN-F,Comfortable,ToU
MAC004446,0,ACORN-E,Affluent,Std
MAC004447,2,ACORN-C,Affluent,Std
MAC004448,2,ACORN-D,Affluent,ToU
MAC004449,0,ACORN-E,Affluent,ToU
MAC004450,2,ACORN-G,Comfortable,Std
MAC004451,1,ACORN-F,Comfortable,ToU
MAC004452,2,ACORN-E,Affluent,Std
MAC004453,2,ACORN-Q,Adversity,Std
MAC004454,2,ACORN-E,Affluent,Std
MAC004455,1,ACORN-C,Affluent,Std
MAC004456,1,ACORN-F,Comfortable,ToU
MAC004457,2,ACORN-H,Comfortable,Std
MAC004458,0,ACORN-E,Affluent,Std
MAC004459,1,ACORN-Q,Adversity,Std
MAC004460,1,ACORN-G,Comfortable,Std
MAC004461,2,ACORN-Q,Adversity,Std
MAC004462,1,ACORN-Q,Adversity,Std
MAC004463,2,ACORN-E,Affluent,Std
MAC004464,1,ACORN-K,Adversity,Std
MAC004465,2,ACORN-Q,Adversity,Std
MAC004466,1,ACORN-F,Comfortable,Std
MAC004467,2,ACORN-U,ACORN-U,ToU
MAC004468,1,ACORN-E,Affluent,Std
MAC004469,0,ACORN-Q,Adversity,Std
MAC004470,1,ACORN-E,Affluent,Std
MAC004471,2,ACORN-E,Affluent,Std
MAC004472,1,ACORN-F,Comfortable,Std
MAC004473,2,ACORN-E,Affluent,Std
MAC004474,2,ACORN-E,Affluent,Std
MAC004475,2,ACORN-D,Affluent,Std
MAC004476,2,ACORN-E,Affluent,Std
MAC004477,2,ACORN-E,Affluent,Std
MAC004478,1,ACORN-F,Comfortable,Std
MAC004479,1,ACORN-O,Adversity,Std
MAC004480,1,ACORN-E,Affluent,Std
MAC004481,2,ACORN-Q,Adversity,Std
MAC004482,2,ACORN-E,Affluent,Std
MAC004483,2,ACORN-F,Comfortable,Std
MAC004484,1,ACORN-G,Comfortable,Std
MAC004485,2,ACORN-G,Comfortable,ToU
MAC004486,1,ACORN-Q,Adversity,Std
MAC004487,1,ACORN-E,Affluent,Std
MAC004488,1,ACORN-F,Comfortable,Std
MAC004489,2,ACORN-Q,Adversity,Std
MAC004490,2,ACORN-L,Adversity,Std
MAC004491,1,ACORN-H,Comfortable,ToU
MAC004492,2,ACORN-F,Comfortable,Std
MAC004493,0,ACORN-N,Adversity,ToU
MAC004494,1,ACORN-H,Comfortable,Std
MAC004495,1,ACORN-Q,Adversity,Std
MAC004496,2,ACORN-E,Affluent,Std
MAC004497,1,ACORN-L,Adversity,ToU
MAC004498,1,ACORN-Q,Adversity,Std
MAC004499,2,ACORN-F,Comfortable,Std
MAC004500,1,ACORN-E,Affluent,Std
MAC004501,1,ACORN-H,Comfortable,Std
MAC004502,2,ACORN-F,Comfortable,Std
MAC004503,2,ACORN-Q,Adversity,Std
MAC004504,0,ACORN-C,Affluent,Std
MAC004505,2,ACORN-L,Adversity,Std
MAC004506,2,ACORN-J,Comfortable,ToU
MAC004507,2,ACORN-L,Adversity,Std
MAC004508,2,ACORN-K,Adversity,Std
MAC004509,1,ACORN-C,Affluent,ToU
MAC004510,2,ACORN-E,Affluent,Std
MAC004511,1,ACORN-E,Affluent,Std
MAC004512,2,ACORN-E,Affluent,Std
MAC004513,2,ACORN-Q,Adversity,Std
MAC004514,1,ACORN-Q,Adversity,Std
MAC004515,1,ACORN-U,ACORN-U,Std
MAC004516,2,ACORN-Q,Adversity,Std
MAC004517,2,ACORN-E,Affluent,Std
MAC004518,1,ACORN-E,Affluent,Std
MAC004519,2,ACORN-E,Affluent,Std
MAC004520,2,ACORN-Q,Adversity,Std
MAC004521,1,ACORN-F,Comfortable,Std
MAC004522,2,ACORN-E,Affluent,Std
MAC004523,2,ACORN-F,Comfortable,Std
MAC004524,2,ACORN-M,Adversity,Std
MAC004525,2,ACORN-E,Affluent,ToU
MAC004526,2,ACORN-F,Comfortable,Std
MAC004527,1,ACORN-D,Affluent,Std
MAC004528,2,ACORN-E,Affluent,Std
MAC004529,2,ACORN-A,Affluent,Std
MAC004530,2,ACORN-Q,Adversity,Std
MAC004531,2,ACORN-E,Affluent,Std
MAC004532,1,ACORN-L,Adversity,Std
MAC004533,2,ACORN-Q,Adversity,Std
MAC004534,2,ACORN-E,Affluent,Std
MAC004535,2,ACORN-E,Affluent,Std
MAC004536,2,ACORN-E,Affluent,Std
MAC004537,2,ACORN-E,Affluent,Std
MAC004538,2,ACORN-E,Affluent,Std
MAC004539,2,ACORN-D,Affluent,Std
MAC004540,2,ACORN-Q,Adversity,Std
MAC004541,2,ACORN-Q,Adversity,Std
MAC004542,2,ACORN-H,Comfortable,Std
MAC004543,1,ACORN-A,Affluent,ToU
MAC004544,1,ACORN-Q,Adversity,Std
MAC004545,2,ACORN-F,Comfortable,Std
MAC004546,2,ACORN-K,Adversity,Std
MAC004547,2,ACORN-P,Adversity,Std
MAC004548,1,ACORN-E,Affluent,Std
MAC004549,0,ACORN-E,Affluent,Std
MAC004550,2,ACORN-P,Adversity,Std
MAC004551,2,ACORN-F,Comfortable,ToU
MAC004552,1,ACORN-E,Affluent,Std
MAC004553,1,ACORN-E,Affluent,Std
MAC004554,1,ACORN-A,Affluent,Std
MAC004555,2,ACORN-E,Affluent,Std
MAC004556,2,ACORN-E,Affluent,Std
MAC004557,1,ACORN-F,Comfortable,Std
MAC004558,1,ACORN-Q,Adversity,Std
MAC004559,2,ACORN-P,Adversity,ToU
MAC004560,1,ACORN-E,Affluent,Std
MAC004561,1,ACORN-E,Affluent,ToU
MAC004562,0,ACORN-E,Affluent,Std
MAC004563,1,ACORN-Q,Adversity,Std
MAC004564,2,ACORN-E,Affluent,Std
MAC004565,1,ACORN-E,Affluent,Std
MAC004566,1,ACORN-L,Adversity,Std
MAC004567,2,ACORN-B,Affluent,Std
MAC004568,1,ACORN-Q,Adversity,ToU
MAC004569,2,ACORN-Q,Adversity,Std
MAC004570,2,ACORN-U,ACORN-U,Std
MAC004571,1,ACORN-E,Affluent,Std
MAC004572,2,ACORN-F,Comfortable,Std
MAC004573,1,ACORN-Q,Adversity,Std
MAC004574,1,ACORN-E,Affluent,Std
MAC004575,1,ACORN-Q,Adversity,Std
MAC004576,1,ACORN-L,Adversity,Std
MAC004577,2,ACORN-Q,Adversity,Std
MAC004578,2,ACORN-F,Comfortable,Std
MAC004579,1,ACORN-E,Affluent,Std
MAC004580,2,ACORN-F,Comfortable,Std
MAC004581,1,ACORN-E,Affluent,Std
MAC004582,1,ACORN-E,Affluent,Std
MAC004583,2,ACORN-Q,Adversity,Std
MAC004584,2,ACORN-E,Affluent,Std
MAC004585,1,ACORN-C,Affluent,Std
MAC004586,1,ACORN-E,Affluent,Std
MAC004587,0,ACORN-U,ACORN-U,Std
MAC004588,2,ACORN-F,Comfortable,Std
MAC004589,2,ACORN-L,Adversity,Std
MAC004590,1,ACORN-D,Affluent,ToU
MAC004591,2,ACORN-Q,Adversity,Std
MAC004592,2,ACORN-E,Affluent,ToU
MAC004593,0,ACORN-A,Affluent,ToU
MAC004594,2,ACORN-Q,Adversity,Std
MAC004595,2,ACORN-E,Affluent,Std
MAC004596,2,ACORN-J,Comfortable,Std
MAC004597,2,ACORN-Q,Adversity,Std
MAC004598,2,ACORN-Q,Adversity,Std
MAC004599,2,ACORN-Q,Adversity,Std
MAC004600,2,ACORN-F,Comfortable,Std
MAC004601,2,ACORN-E,Affluent,Std
MAC004602,2,ACORN-Q,Adversity,Std
MAC004603,2,ACORN-K,Adversity,Std
MAC004604,2,ACORN-E,Affluent,ToU
MAC004605,1,ACORN-E,Affluent,ToU
MAC004606,2,ACORN-E,Affluent,ToU
MAC004607,2,ACORN-Q,Adversity,Std
MAC004608,2,ACORN-F,Comfortable,Std
MAC004609,2,ACORN-H,Comfortable,ToU
MAC004610,2,ACORN-E,Affluent,ToU
MAC004611,0,ACORN-D,Affluent,ToU
MAC004612,2,ACORN-Q,Adversity,Std
MAC004613,2,ACORN-E,Affluent,Std
MAC004614,1,ACORN-E,Affluent,Std
MAC004615,2,ACORN-Q,Adversity,Std
MAC004616,1,ACORN-F,Comfortable,Std
MAC004617,2,ACORN-E,Affluent,Std
MAC004618,1,ACORN-E,Affluent,Std
MAC004619,2,ACORN-E,Affluent,Std
MAC004620,2,ACORN-P,Adversity,ToU
MAC004621,1,ACORN-E,Affluent,ToU
MAC004622,1,ACORN-E,Affluent,ToU
MAC004623,2,ACORN-E,Affluent,ToU
MAC004624,2,ACORN-Q,Adversity,Std
MAC004625,2,ACORN-E,Affluent,Std
MAC004626,2,ACORN-L,Adversity,Std
MAC004627,1,ACORN-E,Affluent,Std
MAC004628,1,ACORN-D,Affluent,Std
MAC004629,2,ACORN-E,Affluent,Std
MAC004630,2,ACORN-N,Adversity,Std
MAC004631,1,ACORN-K,Adversity,Std
MAC004632,2,ACORN-Q,Adversity,Std
MAC004633,2,ACORN-A,Affluent,ToU
MAC004634,2,ACORN-E,Affluent,Std
MAC004635,1,ACORN-F,Comfortable,Std
MAC004636,0,ACORN-F,Comfortable,Std
MAC004637,0,ACORN-D,Affluent,Std
MAC004638,2,ACORN-E,Affluent,Std
MAC004639,0,ACORN-J,Comfortable,ToU
MAC004640,1,ACORN-L,Adversity,ToU
MAC004641,1,ACORN-F,Comfortable,ToU
MAC004642,2,ACORN-H,Comfortable,Std
MAC004643,1,ACORN-F,Comfortable,Std
MAC004644,2,ACORN-E,Affluent,Std
MAC004645,2,ACORN-E,Affluent,Std
MAC004646,0,ACORN-F,Comfortable,Std
MAC004647,2,ACORN-D,Affluent,Std
MAC004648,2,ACORN-E,Affluent,Std
MAC004649,0,ACORN-U,ACORN-U,Std
MAC004650,2,ACORN-E,Affluent,Std
MAC004651,1,ACORN-H,Comfortable,Std
MAC004652,2,ACORN-Q,Adversity,Std
MAC004653,2,ACORN-D,Affluent,Std
MAC004654,1,ACORN-H,Comfortable,Std
MAC004655,2,ACORN-E,Affluent,ToU
MAC004656,2,ACORN-E,Affluent,Std
MAC004657,1,ACORN-F,Comfortable,ToU
MAC004658,1,ACORN-G,Comfortable,Std
MAC004659,2,ACORN-Q,Adversity,Std
MAC004660,1,ACORN-G,Comfortable,Std
MAC004661,2,ACORN-E,Affluent,ToU
MAC004662,2,ACORN-N,Adversity,Std
MAC004663,2,ACORN-Q,Adversity,Std
MAC004664,2,ACORN-C,Affluent,Std
MAC004665,1,ACORN-E,Affluent,Std
MAC004666,1,ACORN-D,Affluent,Std
MAC004667,2,ACORN-Q,Adversity,Std
MAC004668,2,ACORN-E,Affluent,ToU
MAC004669,2,ACORN-G,Comfortable,ToU
MAC004670,1,ACORN-E,Affluent,ToU
MAC004671,1,ACORN-E,Affluent,Std
MAC004672,2,ACORN-U,ACORN-U,Std
MAC004673,2,ACORN-C,Affluent,Std
MAC004674,1,ACORN-Q,Adversity,Std
MAC004675,2,ACORN-H,Comfortable,Std
MAC004676,1,ACORN-H,Comfortable,Std
MAC004677,2,ACORN-D,Affluent,Std
MAC004678,2,ACORN-Q,Adversity,Std
MAC004679,0,ACORN-E,Affluent,Std
MAC004680,1,ACORN-Q,Adversity,Std
MAC004681,2,ACORN-Q,Adversity,Std
MAC004682,2,ACORN-E,Affluent,Std
MAC004683,2,ACORN-H,Comfortable,ToU
MAC004684,2,ACORN-Q,Adversity,Std
MAC004685,2,ACORN-G,Comfortable,Std
MAC004686,2,ACORN-D,Affluent,Std
MAC004687,2,ACORN-E,Affluent,ToU
MAC004688,1,ACORN-F,Comfortable,Std
MAC004689,2,ACORN-J,Comfortable,ToU
MAC004690,2,ACORN-E,Affluent,Std
MAC004691,1,ACORN-F,Comfortable,ToU
MAC004692,1,ACORN-K,Adversity,Std
MAC004693,2,ACORN-Q,Adversity,ToU
MAC004694,2,ACORN-E,Affluent,Std
MAC004695,2,ACORN-E,Affluent,Std
MAC004696,1,ACORN-K,Adversity,Std
MAC004697,2,ACORN-E,Affluent,ToU
MAC004698,1,ACORN-F,Comfortable,Std
MAC004699,1,ACORN-E,Affluent,Std
MAC004700,1,ACORN-Q,Adversity,Std
MAC004701,2,ACORN-E,Affluent,Std
MAC004702,2,ACORN-E,Affluent,Std
MAC004703,2,ACORN-G,Comfortable,Std
MAC004704,2,ACORN-D,Affluent,Std
MAC004705,1,ACORN-E,Affluent,Std
MAC004706,2,ACORN-E,Affluent,Std
MAC004707,1,ACORN-E,Affluent,Std
MAC004708,2,ACORN-F,Comfortable,Std
MAC004709,2,ACORN-Q,Adversity,ToU
MAC004710,2,ACORN-H,Comfortable,ToU
MAC004711,1,ACORN-H,Comfortable,ToU
MAC004712,1,ACORN-C,Affluent,Std
MAC004713,1,ACORN-A,Affluent,ToU
MAC004714,1,ACORN-D,Affluent,ToU
MAC004715,2,ACORN-Q,Adversity,Std
MAC004716,1,ACORN-E,Affluent,ToU
MAC004717,2,ACORN-N,Adversity,Std
MAC004718,0,ACORN-D,Affluent,Std
MAC004719,1,ACORN-K,Adversity,ToU
MAC004720,1,ACORN-E,Affluent,ToU
MAC004721,1,ACORN-L,Adversity,Std
MAC004722,1,ACORN-L,Adversity,ToU
MAC004723,2,ACORN-Q,Adversity,Std
MAC004724,1,ACORN-K,Adversity,Std
MAC004725,1,ACORN-F,Comfortable,Std
MAC004726,1,ACORN-F,Comfortable,Std
MAC004727,1,ACORN-E,Affluent,Std
MAC004728,2,ACORN-E,Affluent,ToU
MAC004729,2,ACORN-K,Adversity,Std
MAC004730,2,ACORN-E,Affluent,Std
MAC004731,2,ACORN-E,Affluent,ToU
MAC004732,2,ACORN-F,Comfortable,Std
MAC004733,2,ACORN-E,Affluent,ToU
MAC004734,1,ACORN-Q,Adversity,Std
MAC004735,2,ACORN-Q,Adversity,Std
MAC004736,2,ACORN-E,Affluent,Std
MAC004737,2,ACORN-H,Comfortable,Std
MAC004738,2,ACORN-E,Affluent,Std
MAC004739,2,ACORN-F,Comfortable,Std
MAC004740,2,ACORN-D,Affluent,Std
MAC004741,1,ACORN-Q,Adversity,Std
MAC004742,1,ACORN-K,Adversity,Std
MAC004743,2,ACORN-Q,Adversity,Std
MAC004744,2,ACORN-Q,Adversity,ToU
MAC004745,2,ACORN-Q,Adversity,Std
MAC004746,1,ACORN-E,Affluent,ToU
MAC004747,2,ACORN-F,Comfortable,Std
MAC004748,2,ACORN-H,Comfortable,Std
MAC004749,2,ACORN-H,Comfortable,Std
MAC004750,2,ACORN-C,Affluent,Std
MAC004751,1,ACORN-F,Comfortable,ToU
MAC004752,2,ACORN-E,Affluent,Std
MAC004753,2,ACORN-F,Comfortable,ToU
MAC004754,1,ACORN-I,Comfortable,Std
MAC004755,0,ACORN-E,Affluent,ToU
MAC004756,2,ACORN-E,Affluent,Std
MAC004757,1,ACORN-E,Affluent,ToU
MAC004758,2,ACORN-E,Affluent,Std
MAC004759,2,ACORN-E,Affluent,Std
MAC004760,2,ACORN-D,Affluent,Std
MAC004761,2,ACORN-L,Adversity,Std
MAC004762,2,ACORN-G,Comfortable,ToU
MAC004763,1,ACORN-K,Adversity,Std
MAC004764,2,ACORN-Q,Adversity,Std
MAC004765,2,ACORN-E,Affluent,ToU
MAC004766,1,ACORN-H,Comfortable,Std
MAC004767,1,ACORN-E,Affluent,ToU
MAC004768,1,ACORN-F,Comfortable,ToU
MAC004769,0,ACORN-E,Affluent,Std
MAC004770,2,ACORN-E,Affluent,ToU
MAC004771,2,ACORN-Q,Adversity,Std
