LCLid,avg_daily_consumption,std_daily_consumption,avg_daily_mean,avg_daily_peak,avg_load_factor,weekday_avg,weekend_avg,weekend_weekday_ratio,coef_variation,cluster,Acorn,Acorn_grouped,stdorToU
MAC005194,8.239517,2.6979053,0.1727237,0.48380214,0.3763523,8.188151,8.368407,1.0220143,0.32743487,2,ACORN-Q,Adversity,Std
MAC005195,12.15172,5.378431,0.25394082,1.0590872,0.2867652,12.805985,10.509999,0.82070994,0.44260654,1,ACORN-D,Affluent,Std
MAC005196,7.364388,4.148402,0.1537487,0.8212378,0.2138512,6.375222,9.841884,1.543771,0.5633058,2,ACORN-E,Affluent,Std
MAC005197,6.682321,1.4253584,0.13936767,0.5103976,0.34038565,6.6250463,6.8257732,1.0302982,0.2133029,2,ACORN-E,Affluent,ToU
MAC005198,41.500607,28.275991,0.87156147,4.11488,0.18989973,40.97031,42.828808,1.0453621,0.6813392,0,ACORN-E,Affluent,Std
MAC005199,7.6442037,15.258571,0.15933205,0.37190357,0.5841427,7.5052958,7.9921155,1.0648634,1.9960968,2,ACORN-E,Affluent,Std
MAC005200,11.731562,5.5072155,0.24585871,1.1590264,0.23043521,11.306671,12.795754,1.1316996,0.46943584,1,ACORN-E,Affluent,ToU
MAC005201,4.474013,2.2033176,0.09340988,0.36203435,0.34170026,4.4806356,4.457426,0.99482,0.49247012,2,ACORN-F,Comfortable,Std
MAC005202,15.45315,7.3295608,0.3224557,1.7110288,0.20911215,15.361416,15.681757,1.0208536,0.47430852,1,ACORN-E,Affluent,Std
MAC005203,10.455293,2.301948,0.2188361,0.7026013,0.35296646,10.346615,10.728251,1.0368851,0.2201706,2,ACORN-E,Affluent,Std
MAC005204,4.982556,2.015206,0.104024,0.57432365,0.2284354,4.9703608,5.0131016,1.0085992,0.4044523,2,ACORN-E,Affluent,ToU
MAC005205,4.8393903,1.734207,0.10101816,0.3286799,0.352705,4.8387904,4.840883,1.0004324,0.3583524,2,ACORN-D,Affluent,Std
MAC005206,3.7763765,1.6526413,0.079023026,0.54900926,0.21225633,3.6336765,4.133787,1.1376321,0.4376262,2,ACORN-D,Affluent,Std
MAC005207,12.137792,3.4474185,0.25325072,0.9224835,0.32219827,11.905979,12.718398,1.0682362,0.28402352,1,ACORN-G,Comfortable,ToU
MAC005208,9.136295,1.8747191,0.19100073,0.60161823,0.34549266,8.980549,9.526384,1.0607797,0.20519467,2,ACORN-F,Comfortable,Std
MAC005209,7.624992,4.6570096,0.15919967,0.7207257,0.27455592,7.8560495,7.052721,0.89774394,0.610756,2,ACORN-E,Affluent,Std
MAC005210,6.0985126,1.3142614,0.12725231,0.5594676,0.2616839,6.153767,5.96012,0.96853197,0.21550524,2,ACORN-F,Comfortable,Std
MAC005211,11.578198,2.0488958,0.24167864,1.1411573,0.22731349,11.440366,11.923417,1.0422235,0.17696154,1,ACORN-D,Affluent,Std
MAC005212,5.5212007,1.7379109,0.115505405,0.46766052,0.28701526,5.3195825,6.0261807,1.1328297,0.31477046,2,ACORN-E,Affluent,ToU
MAC005213,11.618008,2.9192119,0.24240576,0.9170991,0.2920781,11.5938225,11.678583,1.0073109,0.25126612,1,ACORN-G,Comfortable,Std
MAC005214,7.497983,5.129471,0.1568149,0.64784676,0.32853243,7.3130016,7.961292,1.088649,0.68411344,2,ACORN-E,Affluent,Std
MAC005215,4.394774,1.6538169,0.09176898,0.56068903,0.22119783,4.091514,5.1505547,1.2588383,0.37631446,2,ACORN-E,Affluent,Std
MAC005216,15.914954,7.545876,0.33595553,2.3731613,0.1366258,15.79332,16.219038,1.0269556,0.47413746,1,ACORN-J,Comfortable,Std
MAC005217,3.948758,1.8030186,0.08243648,0.40620637,0.26691246,3.435663,5.2314954,1.5227033,0.45660397,2,ACORN-E,Affluent,Std
MAC005218,3.9475808,2.38209,0.08246535,0.5761309,0.18586965,3.745276,4.4533424,1.1890559,0.60343033,2,ACORN-E,Affluent,Std
MAC005219,5.4261894,2.195863,0.11359224,0.70371556,0.21812364,4.845398,6.8781667,1.4195256,0.40467864,2,ACORN-D,Affluent,Std
MAC005220,23.149212,15.358547,0.48612806,1.9616244,0.232635,21.560299,27.121492,1.2579367,0.66345876,0,ACORN-E,Affluent,Std
MAC005221,3.476672,1.3365787,0.07278351,0.33988625,0.2575206,3.20435,4.157477,1.2974478,0.384442,2,ACORN-E,Affluent,Std
MAC005222,16.352262,9.728028,0.34126395,0.9656949,0.3668987,15.606228,18.23478,1.1684296,0.5949041,1,ACORN-E,Affluent,Std
MAC005223,11.481938,3.1201346,0.24028471,0.9178263,0.28814808,11.075763,12.506869,1.1292107,0.27174285,1,ACORN-E,Affluent,Std
MAC005224,12.920489,3.556189,0.26956952,1.2435119,0.2370067,12.872978,13.040379,1.0130041,0.2752364,1,ACORN-D,Affluent,Std
MAC005225,10.390368,6.8449016,0.21703677,0.8123953,0.3072705,10.383323,10.40815,1.0023911,0.6587737,1,ACORN-E,Affluent,Std
MAC005226,4.019068,5.28175,0.08379273,0.632996,0.25902927,4.5734777,2.6200886,0.5728876,1.314173,2,ACORN-E,Affluent,Std
MAC005227,10.06742,5.706679,0.21004541,0.8619456,0.28138903,9.322443,11.947271,1.2815602,0.5668462,1,ACORN-E,Affluent,Std
MAC005228,10.252033,6.3430676,0.21473813,1.5457016,0.13512956,9.776835,11.451131,1.1712513,0.61871314,1,ACORN-Q,Adversity,Std
MAC005229,4.407191,3.0347328,0.09200704,0.6197361,0.22224835,4.1224837,5.1256123,1.2433311,0.68858665,2,ACORN-H,Comfortable,Std
MAC005230,15.548149,4.724466,0.34200343,0.6372493,0.57035315,15.503328,15.6616955,1.010215,0.30386034,1,ACORN-F,Comfortable,Std
MAC005231,2.9522824,1.088066,0.0616811,0.42152786,0.20540163,2.9698703,2.907902,0.9791343,0.36855078,2,ACORN-E,Affluent,Std
MAC005232,2.2012467,1.8069403,0.04598968,0.31915915,0.3165158,2.139861,2.356145,1.1010737,0.8208713,2,ACORN-E,Affluent,Std
MAC005233,6.378206,2.030696,0.13319308,1.0465636,0.15864058,6.8267703,5.2463136,0.76849127,0.31838045,2,ACORN-E,Affluent,Std
MAC005234,13.54554,17.999516,0.28344205,1.3652148,0.28657463,13.746365,13.038785,0.9485261,1.328815,1,ACORN-E,Affluent,Std
MAC005235,27.548656,16.285072,0.5767292,2.2847338,0.24536557,26.190878,30.975433,1.1826802,0.59113854,0,ACORN-E,Affluent,Std
MAC005236,5.6337423,1.0503948,0.117746234,0.48622677,0.2605805,5.4152794,6.185004,1.1421394,0.18644707,2,ACORN-Q,Adversity,Std
MAC005237,9.007178,2.8012083,0.18809952,0.7947108,0.2708436,8.772449,9.599486,1.0942768,0.3109973,2,ACORN-Q,Adversity,Std
MAC005238,12.493653,3.9044363,0.26212043,1.0922904,0.28579298,12.301956,12.977378,1.0549036,0.3125136,1,ACORN-E,Affluent,Std
MAC005239,11.52262,3.550457,0.24102381,0.9614576,0.26974732,11.052726,12.708337,1.1497921,0.3081293,1,ACORN-G,Comfortable,Std
MAC005240,4.599037,2.0274408,0.09607953,0.55322546,0.25417584,4.549409,4.724266,1.0384351,0.44084027,2,ACORN-Q,Adversity,ToU
MAC005241,6.15324,1.4385525,0.12840419,0.5412029,0.26611075,5.956676,6.649243,1.1162673,0.2337878,2,ACORN-F,Comfortable,Std
MAC005242,7.1232224,1.855403,0.14871214,0.6210055,0.26768753,7.241818,6.8255916,0.9425246,0.26047242,2,ACORN-E,Affluent,Std
MAC005243,14.493373,2.6816695,0.30255657,1.9496002,0.16578065,14.302958,14.972972,1.0468445,0.18502729,1,ACORN-F,Comfortable,Std
MAC005244,18.993567,7.43403,0.39608228,1.4573547,0.2836525,18.632034,19.904154,1.0682759,0.39139727,1,ACORN-D,Affluent,Std
MAC005245,11.891025,5.8546104,0.24842042,1.1538951,0.22814272,11.527845,12.805757,1.1108543,0.49235544,1,ACORN-F,Comfortable,Std
MAC005246,9.022496,3.2328265,0.1884139,0.64730144,0.43309474,9.104227,8.816645,0.9684122,0.35830733,2,ACORN-F,Comfortable,Std
MAC005247,13.505534,4.663589,0.28181008,0.9343779,0.3261487,13.331882,13.942215,1.04578,0.3453095,1,ACORN-J,Comfortable,Std
MAC005248,7.98931,4.0365777,0.1666924,0.8330026,0.2947663,7.913683,8.17979,1.0336262,0.50524735,2,ACORN-E,Affluent,Std
MAC005249,11.707332,2.3443465,0.24455425,1.2970823,0.20815618,11.416823,12.439033,1.0895354,0.20024602,1,ACORN-D,Affluent,Std
MAC005250,20.133673,15.078775,0.42053226,1.6119416,0.2504119,20.465548,19.297785,0.94294006,0.7489332,1,ACORN-E,Affluent,ToU
MAC005251,11.406916,2.2369623,0.23840317,1.3206294,0.19591717,11.441991,11.318488,0.9892062,0.1961058,1,ACORN-E,Affluent,Std
MAC005252,2.9989269,1.5109749,0.06269092,0.30157372,0.2540344,3.072397,2.8138785,0.91585773,0.50383854,2,ACORN-D,Affluent,Std
MAC005253,9.3491955,3.691985,0.19524604,0.8876361,0.23928212,9.243622,9.615103,1.0401878,0.39489868,2,ACORN-E,Affluent,Std
MAC005254,8.014051,5.064427,0.1673419,0.6568831,0.32249767,7.9566045,8.158743,1.0254052,0.6319434,2,ACORN-D,Affluent,Std
MAC005255,15.122089,3.4227135,0.315579,0.9657407,0.33812064,15.119335,15.129019,1.0006405,0.22633867,1,ACORN-D,Affluent,ToU
MAC005256,6.440657,1.9969076,0.13433532,0.5992314,0.28624403,6.466009,6.3769207,0.986222,0.31004718,2,ACORN-F,Comfortable,ToU
MAC005257,7.4982834,1.8963089,0.15640792,0.6675412,0.25198007,7.431946,7.665056,1.031366,0.25289908,2,ACORN-E,Affluent,Std
MAC005258,9.231876,4.6398115,0.19284339,1.060766,0.2023349,8.801292,10.314373,1.1719158,0.50258595,1,ACORN-Q,Adversity,Std
MAC005259,24.844425,17.368294,0.5184937,1.5192926,0.36049807,24.679361,25.259398,1.0235028,0.69908214,0,ACORN-H,Comfortable,Std
MAC005260,5.043596,0.8317481,0.10538005,0.36632448,0.33203492,5.0745,4.965902,0.97859925,0.16491173,2,ACORN-Q,Adversity,Std
MAC005261,6.3275213,1.0069407,0.1321938,0.40006915,0.3890585,6.30748,6.3779063,1.0111655,0.15913668,2,ACORN-D,Affluent,Std
MAC005262,3.9410493,2.868966,0.0822428,0.2889574,0.4448584,4.058555,3.6461868,0.8983953,0.7279701,2,ACORN-E,Affluent,Std
MAC005263,18.523289,8.532565,0.38666552,1.5714927,0.2501456,18.443752,18.722874,1.0151336,0.46063986,1,ACORN-E,Affluent,Std
MAC005264,21.826666,8.436979,0.45568413,1.3112876,0.36518058,20.900005,24.151976,1.1555966,0.3865446,1,ACORN-F,Comfortable,Std
MAC005265,3.2350347,1.9468476,0.06750503,0.26245138,0.38309282,3.130069,3.49843,1.1176846,0.60180116,2,ACORN-Q,Adversity,Std
MAC005266,4.3661866,1.8937805,0.09121958,0.4680546,0.2405504,4.2096295,4.7590423,1.1305133,0.43373787,2,ACORN-E,Affluent,ToU
MAC005267,19.1538,11.757983,0.40318033,2.1541212,0.19077292,18.870472,19.864767,1.0526905,0.6138721,1,ACORN-E,Affluent,Std
MAC005268,9.251371,2.5366995,0.19348285,0.68698,0.32113314,9.291153,9.1515465,0.98497427,0.27419713,2,ACORN-E,Affluent,Std
MAC005269,14.282238,3.5323672,0.29885113,0.861452,0.37722078,13.695465,15.751916,1.1501557,0.2473259,1,ACORN-E,Affluent,Std
MAC005270,12.479218,3.6660967,0.26036912,1.0642,0.27412933,12.159988,13.27878,1.092006,0.29377615,1,ACORN-E,Affluent,Std
MAC005271,3.0842133,1.8126664,0.06447748,0.5937947,0.16156267,2.6685839,4.125229,1.5458494,0.5877241,2,ACORN-E,Affluent,ToU
MAC005272,2.4259026,0.56056774,0.050616268,0.381688,0.15184839,2.3453507,2.627659,1.1203693,0.23107594,2,ACORN-P,Adversity,Std
MAC005273,3.3313398,0.93649596,0.069473594,0.258412,0.2947745,3.2189534,3.6128318,1.1223623,0.2811169,2,ACORN-D,Affluent,Std
MAC005274,10.069941,2.1028943,0.21031497,0.879979,0.26182264,10.042054,10.1393175,1.0096856,0.20882887,2,ACORN-E,Affluent,Std
MAC005275,26.212214,8.258792,0.54716396,1.7027134,0.3521791,25.667854,27.575659,1.0743266,0.31507418,0,ACORN-D,Affluent,Std
MAC005276,15.235469,10.401776,0.31945863,1.6599653,0.19026235,14.774472,16.390118,1.1093539,0.68273425,1,ACORN-E,Affluent,Std
MAC005277,5.310068,2.7173166,0.11083822,0.49163732,0.28709513,4.3400507,7.7396445,1.7833074,0.5117291,2,ACORN-E,Affluent,Std
MAC005278,4.46048,2.254797,0.09344273,0.430208,0.38276494,4.359338,4.7138085,1.081313,0.50550544,2,ACORN-E,Affluent,ToU
MAC005279,7.2676845,4.5306096,0.15224946,0.49878934,0.43959516,7.4414682,6.8324113,0.91815364,0.6233911,2,ACORN-E,Affluent,ToU
MAC005280,14.962799,6.758983,0.31252107,1.08278,0.31059018,13.443711,18.767622,1.3960149,0.45171916,1,ACORN-D,Affluent,Std
MAC005281,12.405058,3.6237445,0.25927943,1.0989757,0.27950558,11.7955,13.923788,1.1804322,0.2921183,1,ACORN-G,Comfortable,ToU
MAC005282,7.8125434,6.4292173,0.16593565,0.91181684,0.19967556,6.9686413,9.918079,1.4232444,0.8229352,2,ACORN-E,Affluent,Std
MAC005283,12.691015,5.814737,0.26484856,0.99767333,0.2962127,12.171226,13.992921,1.1496723,0.45817745,1,ACORN-A,Affluent,Std
MAC005284,3.570319,1.3516898,0.074523315,0.46342722,0.23428915,3.2766485,4.3044953,1.3136884,0.37859076,2,ACORN-E,Affluent,ToU
MAC005285,7.3052506,3.4084966,0.15337943,0.79745257,0.21834898,6.9897723,8.093948,1.1579702,0.46658176,2,ACORN-E,Affluent,Std
MAC005286,3.8707213,1.7551856,0.0812921,0.57235056,0.1669855,3.4625645,4.8829503,1.410212,0.4534518,2,ACORN-E,Affluent,Std
MAC005287,30.970821,17.662325,0.6514968,2.3983219,0.30090263,30.463562,32.227444,1.0579014,0.5702892,0,ACORN-Q,Adversity,Std
MAC005288,13.846271,2.200526,0.28904673,1.0816345,0.28379476,13.456681,14.829434,1.1020128,0.15892553,1,ACORN-Q,Adversity,Std
MAC005289,2.708316,0.99377865,0.05654884,0.41664657,0.18642215,2.481159,3.2815661,1.322594,0.366936,2,ACORN-P,Adversity,Std
MAC005290,31.357449,11.198826,0.6549299,2.5653815,0.2561881,30.982857,32.30276,1.0426011,0.35713446,0,ACORN-E,Affluent,ToU
MAC005291,4.7927294,1.8731883,0.10008386,0.45050734,0.2609414,4.5249386,5.4685235,1.2085298,0.39083958,2,ACORN-E,Affluent,ToU
MAC005292,8.235402,2.6104558,0.17211828,0.7314592,0.26234445,8.053692,8.693962,1.0795002,0.31697977,2,ACORN-E,Affluent,ToU
MAC005293,14.678858,6.9972234,0.30635673,1.2600964,0.24240933,14.145028,16.026018,1.1329789,0.4766872,1,ACORN-E,Affluent,Std
MAC005294,3.3369799,1.0367362,0.06983512,0.44624364,0.1906459,3.4408076,3.0749624,0.8936746,0.31068102,2,ACORN-E,Affluent,Std
MAC005295,11.516598,5.8931212,0.24054207,0.91510713,0.2971917,11.39129,11.832821,1.0387604,0.51170677,1,ACORN-E,Affluent,Std
MAC005296,4.6572413,1.2802925,0.09730134,0.50691825,0.25521982,4.6238446,4.741363,1.0254158,0.27490363,2,ACORN-E,Affluent,Std
MAC005297,7.7019625,1.4152291,0.16071819,0.72082436,0.2617314,7.6523824,7.826849,1.022799,0.18374915,2,ACORN-E,Affluent,Std
MAC005298,7.708985,3.8181162,0.16131294,1.0579759,0.16106866,7.282245,8.783887,1.2062058,0.4952813,2,ACORN-H,Comfortable,Std
MAC005299,15.914585,6.066606,0.33249173,0.80795574,0.43501043,15.722437,16.39858,1.043005,0.38119787,1,ACORN-E,Affluent,Std
MAC005300,4.332543,1.2704072,0.09043558,0.29476273,0.34228486,4.3104753,4.3881273,1.0180147,0.29322436,2,ACORN-E,Affluent,Std
MAC005301,15.681389,11.039015,0.32705066,1.8955764,0.1771016,14.657738,18.235643,1.2440968,0.7039564,1,ACORN-E,Affluent,Std
MAC005302,29.669619,7.960078,0.6192141,1.7754563,0.35682225,28.7573,31.963322,1.1114855,0.26829052,0,ACORN-E,Affluent,Std
MAC005303,12.432639,7.6965857,0.2597342,0.99813825,0.29103467,11.579736,14.576966,1.2588341,0.6190629,1,ACORN-M,Adversity,Std
MAC005304,2.842467,0.8180129,0.059397306,0.30840403,0.2352061,2.805212,2.9361322,1.0466703,0.28778273,2,ACORN-E,Affluent,Std
MAC005305,9.003317,3.2689824,0.18809727,0.92010206,0.2610269,8.412998,10.487467,1.246579,0.36308646,2,ACORN-F,Comfortable,Std
MAC005306,8.299366,2.4970593,0.1731203,0.78788054,0.25462228,8.276935,8.355764,1.009524,0.30087352,2,ACORN-E,Affluent,ToU
MAC005307,18.897133,15.191061,0.39810857,1.9796765,0.23364319,18.818941,19.093716,1.014601,0.80388176,1,ACORN-E,Affluent,Std
MAC005308,34.7542,25.143122,0.7252093,1.5878,0.4889525,38.062035,26.437801,0.69459766,0.7234556,0,ACORN-E,Affluent,ToU
MAC005309,18.29007,8.360153,0.3832918,1.7991759,0.20830889,18.232468,18.434896,1.0111027,0.457087,1,ACORN-E,Affluent,Std
MAC005310,3.907663,1.4849647,0.08155668,0.54751,0.18901898,3.5260637,4.8670616,1.3803102,0.3800135,2,ACORN-E,Affluent,ToU
MAC005311,4.359518,5.808468,0.09091811,0.7073329,0.19854058,4.749644,3.378684,0.71135527,1.3323647,2,ACORN-E,Affluent,Std
MAC005312,5.9963098,3.8999937,0.12566046,0.79490924,0.21933353,5.936312,6.146606,1.035425,0.65039897,2,ACORN-M,Adversity,Std
MAC005313,0.6417083,0.6841377,0.013401705,0.17922848,0.104159296,0.7068459,0.47825,0.6765973,1.0661194,2,ACORN-E,Affluent,Std
MAC005314,11.736732,3.4981139,0.24481353,0.9554032,0.28211334,11.617562,12.035778,1.0359986,0.29804838,1,ACORN-E,Affluent,Std
MAC005315,17.953918,6.267667,0.37498704,1.192297,0.32573473,17.229689,19.771326,1.1475149,0.34909743,1,ACORN-E,Affluent,Std
MAC005316,21.105713,7.3924603,0.44042537,1.4799354,0.33221763,21.636534,19.781511,0.9142643,0.35025874,1,ACORN-D,Affluent,Std
MAC005317,4.1384864,2.0693772,0.08633228,0.4888871,0.21895805,3.8122032,4.9572735,1.3003697,0.50003237,2,ACORN-E,Affluent,Std
MAC005318,41.582085,27.972034,0.8688623,2.1605,0.38918322,42.25444,39.894855,0.9441577,0.6726944,0,ACORN-D,Affluent,Std
MAC005319,3.7254543,6.6517057,0.07799197,0.2336129,0.54106236,3.7973459,3.545047,0.9335592,1.785475,2,ACORN-E,Affluent,Std
MAC005320,15.390312,6.032874,0.32106212,1.4585738,0.26658002,15.176254,15.927481,1.0495001,0.39199167,1,ACORN-C,Affluent,Std
MAC005321,4.9136567,4.0929675,0.10279955,0.9952557,0.2648104,4.6445837,5.5876083,1.2030375,0.8329779,2,ACORN-E,Affluent,ToU
MAC005322,20.750711,8.092273,0.43270946,1.2939548,0.33776534,19.468567,23.947638,1.2300668,0.38997567,1,ACORN-E,Affluent,Std
MAC005323,7.70937,2.8777554,0.16089116,0.6084455,0.41262123,7.9472804,7.113472,0.89508253,0.37328023,2,ACORN-E,Affluent,Std
MAC005324,14.827754,3.5630417,0.30969176,1.1761428,0.286212,14.251109,16.269363,1.1416209,0.24029544,1,ACORN-D,Affluent,ToU
MAC005325,10.2601185,2.5873327,0.21444696,0.86956203,0.27337578,9.626125,11.845104,1.2305163,0.25217378,2,ACORN-F,Comfortable,Std
MAC005326,6.546485,3.8884501,0.13681059,0.76880544,0.22070314,6.5324097,6.58201,1.0075929,0.59397525,2,ACORN-E,Affluent,Std
MAC005327,32.944366,18.56147,0.6882006,1.7983824,0.38847178,32.41155,34.289104,1.0579286,0.5634186,0,ACORN-E,Affluent,Std
MAC005328,3.6827135,0.77207017,0.07684535,0.6161365,0.2918366,3.6362963,3.799862,1.0449814,0.20964709,2,ACORN-Q,Adversity,Std
MAC005329,13.05794,4.596733,0.27240795,0.9460338,0.31241158,12.956427,13.314138,1.0276089,0.35202593,1,ACORN-E,Affluent,Std
MAC005330,6.5969605,2.4090645,0.13770577,0.68422973,0.23545858,6.091668,7.872224,1.2922937,0.36517796,2,ACORN-H,Comfortable,Std
MAC005331,9.42046,3.0966353,0.20525497,0.6932077,0.38810837,9.3473835,9.604245,1.0274795,0.32871383,2,ACORN-E,Affluent,Std
MAC005332,6.7152,2.6159463,0.14027564,0.8573486,0.20854628,6.289164,7.7904334,1.2387073,0.389556,2,ACORN-Q,Adversity,Std
MAC005333,8.757614,6.1340384,0.18273194,0.9897419,0.20356232,9.026175,8.082906,0.8954963,0.7004235,2,ACORN-E,Affluent,Std
MAC005334,2.6366947,1.4796991,0.055077676,0.38845542,0.1814563,2.5114303,2.9528382,1.1757596,0.5611947,2,ACORN-E,Affluent,Std
MAC005335,32.739914,13.981253,0.69628316,2.1310122,0.33656302,32.982346,32.133823,0.97427344,0.42703998,0,ACORN-P,Adversity,Std
MAC005336,9.869865,7.8620152,0.20812117,1.2558271,0.20070423,9.551549,10.673233,1.1174347,0.7965676,1,ACORN-Q,Adversity,Std
MAC005337,9.29126,3.1107855,0.19558586,1.3979527,0.13970155,9.366155,9.102238,0.97182226,0.33480772,1,ACORN-P,Adversity,Std
MAC005338,9.1094475,2.813945,0.19022137,1.1082757,0.19277567,8.883219,9.680405,1.0897406,0.30890402,2,ACORN-L,Adversity,Std
MAC005339,3.0515447,0.83860606,0.06368929,0.3184892,0.27948388,2.9911885,3.2038715,1.0711032,0.27481362,2,ACORN-Q,Adversity,Std
MAC005340,17.580114,7.29581,0.37020758,2.1934297,0.16338189,17.579268,17.582247,1.0001695,0.41500357,1,ACORN-P,Adversity,Std
MAC005341,27.745914,15.773772,0.5787755,2.1713235,0.26573992,28.042103,26.999805,0.96283096,0.5685079,0,ACORN-F,Comfortable,ToU
MAC005342,12.3973,4.6503983,0.25869974,0.94334775,0.32294807,12.617908,11.841576,0.9384738,0.37511382,1,ACORN-E,Affluent,ToU
MAC005343,6.8450947,1.8086325,0.14304659,0.54694587,0.2756928,6.9874954,6.486381,0.9282841,0.26422316,2,ACORN-E,Affluent,Std
MAC005344,12.213885,8.719157,0.25456393,1.762434,0.13896348,12.296446,12.006872,0.9764506,0.71387255,1,ACORN-P,Adversity,Std
MAC005345,13.64581,6.6804476,0.28854975,2.1058376,0.15552819,13.651754,13.630838,0.99846786,0.48956034,1,ACORN-P,Adversity,Std
MAC005346,32.29371,8.725509,0.6752515,1.5666157,0.461207,32.07448,32.845955,1.0240526,0.2701922,0,ACORN-E,Affluent,Std
MAC005347,5.253946,1.8091952,0.11024425,1.2280041,0.1566016,5.2754283,5.199933,0.9856893,0.3443498,2,ACORN-E,Affluent,ToU
MAC005348,12.154409,7.254242,0.25535357,1.8460163,0.1726093,12.242511,11.932476,0.97467554,0.5968403,1,ACORN-P,Adversity,Std
MAC005349,3.592414,1.1646024,0.07506846,0.39978755,0.2461973,3.448242,3.9555905,1.1471325,0.3241838,2,ACORN-D,Affluent,ToU
MAC005350,14.5571165,12.201115,0.3034826,1.4617118,0.24701965,14.608656,14.427285,0.9875847,0.8381546,1,ACORN-P,Adversity,Std
MAC005351,3.9844384,1.5657167,0.08320744,0.4651475,0.19929247,3.7225275,4.644205,1.2475946,0.39295796,2,ACORN-D,Affluent,Std
MAC005352,5.7861447,2.057556,0.12082093,0.6004024,0.23197249,5.6855836,6.0389857,1.0621576,0.3556005,2,ACORN-E,Affluent,ToU
MAC005353,45.11147,41.943222,0.9416544,2.5403385,0.3064552,45.740025,43.53836,0.9518657,0.9297685,0,ACORN-E,Affluent,Std
MAC005354,16.18254,5.9584627,0.3382828,1.0881473,0.35203215,16.302223,15.881954,0.97422016,0.36820316,1,ACORN-D,Affluent,ToU
MAC005355,21.534515,13.409671,0.45155036,1.6932479,0.2850515,20.6547,23.74662,1.1496958,0.62270594,1,ACORN-E,Affluent,Std
MAC005356,35.879074,13.838241,0.7487624,1.9784255,0.39975113,36.89496,33.324837,0.9032355,0.38569114,0,ACORN-E,Affluent,Std
MAC005357,7.6000614,3.2242079,0.15864329,0.3855908,0.4436531,7.4342537,8.016948,1.0783796,0.42423445,2,ACORN-L,Adversity,Std
MAC005358,6.039572,1.70502,0.12609676,0.48025608,0.31920102,6.197924,5.6414285,0.9102126,0.2823081,2,ACORN-E,Affluent,Std
MAC005359,5.2479143,2.7901366,0.109483674,0.59872633,0.24455398,5.451782,4.7353334,0.86858445,0.5316658,2,ACORN-E,Affluent,ToU
MAC005360,7.792375,1.1836938,0.16270138,0.6514986,0.30757853,7.8290377,7.7001953,0.98354304,0.1519041,2,ACORN-E,Affluent,Std
MAC005361,8.690811,7.712771,0.18194903,0.95562553,0.21462204,8.461149,9.271009,1.0957152,0.88746274,1,ACORN-F,Comfortable,Std
MAC005362,4.706756,2.2659621,0.09849132,0.47698376,0.3562925,5.597625,2.466857,0.4406971,0.48142755,2,ACORN-E,Affluent,Std
MAC005363,14.806613,3.8722782,0.30908707,1.151378,0.2780211,15.438873,13.2169285,0.8560811,0.26152357,1,ACORN-U,ACORN-U,Std
MAC005364,12.345662,6.137918,0.25769883,1.2160027,0.21681501,12.296237,12.4699335,1.014126,0.49717203,1,ACORN-Q,Adversity,Std
MAC005365,10.701293,4.7290893,0.22332714,0.8070881,0.30814096,10.393272,11.475743,1.1041511,0.44191757,1,ACORN-E,Affluent,Std
MAC005366,17.079653,9.036486,0.35653985,1.4552561,0.24550372,15.63046,20.723333,1.3258301,0.529079,1,ACORN-H,Comfortable,Std
MAC005367,9.006939,2.1557078,0.18807888,0.8564831,0.23757729,8.809477,9.502477,1.0786653,0.23933856,2,ACORN-E,Affluent,Std
MAC005368,5.2604775,1.0889255,0.10979566,0.570251,0.3010843,5.244605,5.300309,1.0106212,0.20700125,2,ACORN-Q,Adversity,ToU
MAC005369,5.0695944,1.9667852,0.105770156,0.39043012,0.35953704,5.27959,4.542605,0.8604086,0.38795713,2,ACORN-Q,Adversity,Std
MAC005370,17.92649,12.030551,0.37374002,1.8466253,0.23851524,17.793116,18.255167,1.025968,0.6711046,1,ACORN-D,Affluent,Std
MAC005371,16.33924,9.422403,0.34165794,1.0748345,0.3712014,16.747866,15.313781,0.9143721,0.5766733,1,ACORN-L,Adversity,Std
MAC005372,6.9641805,1.9206892,0.14588326,0.41079646,0.36541557,6.92753,7.056157,1.0185676,0.27579543,2,ACORN-F,Comfortable,Std
MAC005373,8.382878,2.7096853,0.17502353,0.8244573,0.26628104,8.394471,8.3537855,0.9951533,0.32324046,2,ACORN-E,Affluent,Std
MAC005374,3.8000069,2.286024,0.07931616,0.5011574,0.190428,3.4094725,4.7800617,1.4019945,0.6015842,2,ACORN-G,Comfortable,Std
MAC005375,9.822268,4.7032676,0.20483576,0.70909363,0.35475448,10.357108,8.480072,0.8187683,0.47883725,2,ACORN-E,Affluent,Std
MAC005376,13.056277,5.1794806,0.27719808,2.662301,0.11104589,13.1094,12.922967,0.9857787,0.39670423,1,ACORN-P,Adversity,Std
MAC005377,9.852808,7.1893287,0.20911582,1.2214729,0.2886054,10.605169,7.9683237,0.75136226,0.7296731,1,ACORN-P,Adversity,Std
MAC005378,21.26117,13.026525,0.44372427,1.2711316,0.3381035,21.133059,21.582666,1.021275,0.61269087,1,ACORN-E,Affluent,Std
MAC005379,6.3131795,2.374134,0.13170715,0.7948206,0.20822069,6.4552107,5.9574237,0.922886,0.37605998,2,ACORN-F,Comfortable,Std
